brand_and_model,km_driven,fuel_type,transmission,all_spec_1,all_spec_2,price
2021 Hyundai Venue SX 1.0 Turbo,25K km, · Petrol, · Manual,"Mileage (ARAI)
18.27 kmpl
Ground clearance
195 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
118.35 bhp
VIEW ALL SPECIFICATIONS",,₹9.90 Lakh
2014 Hyundai i20 Sportz 1.4 CRDI,89K km, · Diesel, · Manual,,"Mileage (ARAI)
21.93 kmpl
Ground clearance
165 mm
Boot space
295 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
89 bhp
VIEW ALL SPECIFICATIONS",₹5.46 Lakh
2017 Honda WR-V VX i-VTEC,64K km, · Petrol, · Manual,"Mileage (ARAI)
16.5 kmpl
Ground clearance
188 mm
Boot space
363 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
88.5 bhp
VIEW ALL SPECIFICATIONS",,₹6.82 Lakh
2020 Tata Altroz XT 1.2,46K km, · Petrol, · Manual,,"Mileage (ARAI)
19.05 kmpl
Ground clearance
165 mm
Boot space
345 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Displacement
1199 cc
VIEW ALL SPECIFICATIONS",₹7.12 Lakh
2019 MG Motors Hector 1.5 Hybrid Sharp,37K km, · Petrol, · Manual,"Mileage (ARAI)
15.81 kmpl
Ground clearance
183 mm
Boot space
587 litres
Seating capacity
5 units
Fuel tank capacity
60 litres
Displacement
1451 cc
VIEW ALL SPECIFICATIONS",,₹15.60 Lakh
2019 Volkswagen Polo Comfortline 1.0L (P),44K km, · Petrol, · Manual,"Mileage (ARAI)
17.74 kmpl
Ground clearance
165 mm
Boot space
280 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
75.01 bhp
VIEW ALL SPECIFICATIONS",,₹6.28 Lakh
2019 Toyota Glanza G Hybrid,22K km, · Petrol, · Manual,,"Mileage (ARAI)
23.87 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Displacement
1197 cc
VIEW ALL SPECIFICATIONS",₹8.13 Lakh
2020 Volkswagen Tiguan AllSpace 2.0 TSI AT,47K km, · Petrol, · Automatic,"Mileage (ARAI)
17.01 kmpl
Ground clearance
201 mm
Boot space
340 litres
Seating capacity
7 units
Fuel tank capacity
60 litres
Displacement
1984 cc
VIEW ALL SPECIFICATIONS",,₹27.33 Lakh
2021 Tata Harrier XZ,16K km, · Diesel, · Manual,,"Mileage (ARAI)
17 kmpl
Ground clearance
205 mm
Boot space
425 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
138 bhp
VIEW ALL SPECIFICATIONS",₹17.54 Lakh
2020 Maruti Suzuki S-Cross Delta 1.5,12K km, · Petrol, · Manual,"Mileage (ARAI)
18.55 kmpl
Ground clearance
180 mm
Boot space
375 litres
Seating capacity
5 units
Fuel tank capacity
48 litres
Max power
103.25 bhp
VIEW ALL SPECIFICATIONS",,₹9.25 Lakh
2020 MG Motors Hector 1.5 Hybrid Smart,33K km, · Petrol, · Manual,,"Mileage (ARAI)
15.81 kmpl
Boot space
587 litres
Seating capacity
5 units
Fuel tank capacity
60 litres
Max power
141 bhp
Max torque
250 nm
VIEW ALL SPECIFICATIONS",₹14.64 Lakh
2021 Tata Safari XZ Plus,13K km, · Diesel, · Manual,,"Mileage (ARAI)
16.14 kmpl
Ground clearance
205 mm
Seating capacity
7 units
Fuel tank capacity
50 litres
Displacement
1956 cc
VIEW ALL SPECIFICATIONS",₹21.68 Lakh
2021 Toyota Yaris J,27K km, · Petrol, · Manual,"Mileage (ARAI)
17.18 kmpl
Boot space
476 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
105.94 bhp
Max torque
140 nm
VIEW ALL SPECIFICATIONS",,₹9.21 Lakh
2019 Maruti Suzuki Baleno Alpha AT Petrol,60K km, · Petrol, · Automatic,,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹8.05 Lakh
2019 Maruti Suzuki Swift ZXI,25K km, · Petrol, · Manual,"Mileage (ARAI)
21.21 kmpl
Ground clearance
163 mm
Boot space
268 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹7.02 Lakh
2021 Datsun GO T (O),15K km, · Petrol, · Manual,,"Mileage (ARAI)
19.02 kmpl
Ground clearance
185 mm
Boot space
222 litres
Seating capacity
5 units
Fuel tank capacity
28 litres
Max power
67 bhp
VIEW ALL SPECIFICATIONS",₹5.30 Lakh
2021 Kia Sonet HTX 1.0 iMT,24K km, · Petrol, · Manual,,"Mileage (ARAI)
18.2 kmpl
Ground clearance
205 mm
Boot space
392 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Displacement
998 cc
VIEW ALL SPECIFICATIONS",₹11.35 Lakh
2017 Ford EcoSport Trend + 1.5L TDCi,74K km, · Diesel, · Manual,,"Mileage (ARAI)
22.7 kmpl
Ground clearance
100 mm
Boot space
346 litres
Seating capacity
5 units
Fuel tank capacity
52 litres
Max power
99 bhp
VIEW ALL SPECIFICATIONS",₹6.94 Lakh
2021 Kia Sonet HTX 1.0 iMT,22K km, · Petrol, · Manual,,"Mileage (ARAI)
18.2 kmpl
Ground clearance
205 mm
Boot space
392 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Displacement
998 cc
VIEW ALL SPECIFICATIONS",₹10.75 Lakh
2018 Hyundai Xcent SX Petrol,20K km, · Petrol, · Manual,"Mileage (ARAI)
20.14 kmpl
Ground clearance
165 mm
Boot space
407 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
81.86 bhp
VIEW ALL SPECIFICATIONS",,₹6.10 Lakh
2019 Volkswagen Polo Highline 1.5 (D),89K km, · Diesel, · Manual,,"Mileage (ARAI)
20.18 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
88 bhp
Max torque
230 nm
VIEW ALL SPECIFICATIONS",₹7.13 Lakh
2019 Kia Seltos GTX Plus DCT,78K km, · Petrol, · Automatic,"Mileage (ARAI)
16.8 kmpl
Ground clearance
190 mm
Boot space
433 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
138 bhp
VIEW ALL SPECIFICATIONS",,₹14.48 Lakh
2021 Nissan Magnite XV Premium Turbo CVT,13K km, · Petrol, · Automatic,,"Mileage (ARAI)
17.7 kmpl
Ground clearance
205 mm
Boot space
336 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
99 bhp
VIEW ALL SPECIFICATIONS",₹10.47 Lakh
2019 Hyundai Venue SX Plus 1.0 Turbo DCT,39K km, · Petrol, · Automatic,"Mileage (ARAI)
18.15 kmpl
Ground clearance
195 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
118.35 bhp
VIEW ALL SPECIFICATIONS",,₹10.30 Lakh
2020 Renault Triber RXZ,54K km, · Petrol, · Manual,"Mileage (ARAI)
20 kmpl
Ground clearance
182 mm
Boot space
84 litres
Seating capacity
7 units
Fuel tank capacity
40 litres
Max power
71 bhp
VIEW ALL SPECIFICATIONS",,₹6.28 Lakh
2022 Maruti Suzuki Vitara Brezza ZXI Plus,4K km, · Petrol, · Manual,"Mileage (ARAI)
17.03 kmpl
Boot space
328 litres
Seating capacity
5 units
Fuel tank capacity
48 litres
Max power
103.26 bhp
Max torque
138 nm
VIEW ALL SPECIFICATIONS",,₹12.57 Lakh
2021 Tata Safari XT Plus,25K km, · Diesel, · Manual,,"Mileage (ARAI)
16.1 kmpl
Ground clearance
205 mm
Seating capacity
7 units
Max power
168 bhp
Max torque
350 nm
Displacement
1956 cc
VIEW ALL SPECIFICATIONS",₹18.94 Lakh
2021 Tata Harrier XZ Dark Edition,29K km, · Diesel, · Manual,,"Mileage (ARAI)
17 kmpl
Ground clearance
205 mm
Boot space
425 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Displacement
1956 cc
VIEW ALL SPECIFICATIONS",₹18.48 Lakh
2020 Honda City VX,4K km, · Petrol, · Manual,"Mileage (ARAI)
18.4 kmpl
Ground clearance
165 mm
Boot space
506 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
119.3 bhp
VIEW ALL SPECIFICATIONS",,₹12.48 Lakh
2021 MG Motors Hector Plus Sharp 2.0 Diesel Turbo MT 6-STR,28K km, · Diesel, · Manual,"Mileage (ARAI)
16.65 kmpl
Ground clearance
192 mm
Boot space
155 litres
Seating capacity
6 units
Fuel tank capacity
60 litres
Displacement
1956 cc
VIEW ALL SPECIFICATIONS",,₹19.84 Lakh
2019 Kia Seltos GTX Plus,26K km, · Petrol, · Manual,"Mileage (ARAI)
16.1 kmpl
Boot space
433 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
138 bhp
Max torque
242 nm
VIEW ALL SPECIFICATIONS",,₹14.97 Lakh
2014 Renault Duster 85 PS RxL,88K km, · Diesel, · Manual,,"Mileage (ARAI)
20.45 kmpl
Ground clearance
205 mm
Boot space
475 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
83 bhp
VIEW ALL SPECIFICATIONS",₹5.70 Lakh
2022 Tata Altroz XZ 1.2,12K km, · Petrol, · Manual,"Mileage (ARAI)
19.05 kmpl
Ground clearance
165 mm
Boot space
345 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
84.82 bhp
VIEW ALL SPECIFICATIONS",,₹8.47 Lakh
2014 Chevrolet Beat LS Petrol,33K km, · Petrol, · Manual,"Mileage (ARAI)
18.6 kmpl
Ground clearance
165 mm
Boot space
170 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
79 bhp
VIEW ALL SPECIFICATIONS",,₹2.73 Lakh
2019 Hyundai Creta 1.6 SX VTVT,40K km, · Petrol, · Manual,"Mileage (ARAI)
15.29 kmpl
Ground clearance
190 mm
Boot space
400 litres
Seating capacity
5 units
Fuel tank capacity
55 litres
Max power
122 bhp
VIEW ALL SPECIFICATIONS",,₹12.16 Lakh
2021 Ford Figo Aspire Titanium Plus 1.5 TDCi,39K km, · Diesel, · Manual,"Ground clearance
174 mm
Boot space
359 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Displacement
1499 cc
VIEW ALL SPECIFICATIONS",,₹8.12 Lakh
2014 Maruti Suzuki Swift VDi,65K km, · Diesel, · Manual,,"Mileage (ARAI)
22.9 kmpl
Ground clearance
170 mm
Boot space
232 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
74 bhp
VIEW ALL SPECIFICATIONS",₹4.99 Lakh
2022 Kia Sonet HTX 1.5,7K km, · Diesel, · Manual,,"Mileage (ARAI)
24.1 kmpl
Ground clearance
205 mm
Boot space
392 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Displacement
1493 cc
VIEW ALL SPECIFICATIONS",₹12.90 Lakh
2011 Maruti Suzuki Alto K10 VXI,45K km, · Petrol, · Manual,"Mileage (ARAI)
20.92 kmpl
Ground clearance
160 mm
Boot space
177 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
67.1 bhp
VIEW ALL SPECIFICATIONS",,₹2.19 Lakh
2013 Hyundai i10 Magna Petrol,90K km, · Petrol, · Manual,"Mileage (ARAI)
19.81 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
68 bhp
Max torque
99.08 nm
VIEW ALL SPECIFICATIONS",,₹3.32 Lakh
2018 Hyundai Elite i20 Magna Executive CVT,42K km, · Petrol, · Automatic,,"Mileage (ARAI)
19.8 kmpl
Ground clearance
170 mm
Boot space
285 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
82 bhp
VIEW ALL SPECIFICATIONS",₹6.82 Lakh
2019 Tata Harrier XZ,62K km, · Diesel, · Manual,,"Mileage (ARAI)
17 kmpl
Ground clearance
205 mm
Boot space
425 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
138 bhp
VIEW ALL SPECIFICATIONS",₹16.69 Lakh
2017 Hyundai Grand i10 Sportz (O) 1.2 kappa VTVT,40K km, · Petrol, · Manual,"Mileage (ARAI)
19.77 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
81 bhp
Max torque
114 nm
VIEW ALL SPECIFICATIONS",,₹5.42 Lakh
2022 Volkswagen Virtus Topline 1.0 TSI AT,7K km, · Petrol, · Automatic,"Mileage (ARAI)
19.4 kmpl
Ground clearance
179 mm
Boot space
521 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
114 bhp
VIEW ALL SPECIFICATIONS",,₹18.10 Lakh
2021 Nissan Kicks XL Petrol,4K km, · Petrol, · Manual,"Mileage (ARAI)
13.9 kmpl
Ground clearance
210 mm
Boot space
400 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
105 bhp
VIEW ALL SPECIFICATIONS",,₹8.18 Lakh
2017 Ford EcoSport Titanium + 1.5L TDCi,69K km, · Diesel, · Manual,"Mileage (ARAI)
22.7 kmpl
Ground clearance
200 mm
Seating capacity
5 units
Fuel tank capacity
52 litres
Max power
99 bhp
Max torque
205 nm
VIEW ALL SPECIFICATIONS",,₹7.69 Lakh
2020 Tata Tiago XZ Plus Dual Tone Roof,40K km, · Petrol, · Manual,"Mileage (ARAI)
20 kmpl
Ground clearance
170 mm
Boot space
242 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
85 bhp
VIEW ALL SPECIFICATIONS",,₹6.09 Lakh
2018 Maruti Suzuki Omni E 8 STR BS-IV,12K km, · Petrol, · Manual,"Mileage (ARAI)
16.8 kmpl
Ground clearance
165 mm
Seating capacity
8 units
Fuel tank capacity
36 litres
Max power
34 bhp
Max torque
59 nm
VIEW ALL SPECIFICATIONS",,₹3.49 Lakh
2014 Maruti Suzuki Swift VDi,74K km, · Diesel, · Manual,,"Mileage (ARAI)
22.9 kmpl
Ground clearance
170 mm
Boot space
232 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
74 bhp
VIEW ALL SPECIFICATIONS",₹4.92 Lakh
2014 Maruti Suzuki Swift VDi,70K km, · Diesel, · Manual,,"Mileage (ARAI)
22.9 kmpl
Ground clearance
170 mm
Boot space
232 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
74 bhp
VIEW ALL SPECIFICATIONS",₹4.98 Lakh
2015 Maruti Suzuki Swift Dzire VDi ABS,63K km, · Diesel, · Manual,,"Mileage (ARAI)
23.4 kmpl
Ground clearance
170 mm
Boot space
320 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
74 bhp
VIEW ALL SPECIFICATIONS",₹5.70 Lakh
2021 Nissan Magnite XV Premium Dual Tone,48K km, · Petrol, · Manual,,"Mileage (ARAI)
18.75 kmpl
Ground clearance
205 mm
Boot space
336 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
71.02 bhp
VIEW ALL SPECIFICATIONS",₹7.84 Lakh
2015 Hyundai Creta 1.6 SX Plus,86K km, · Diesel, · Manual,,"Mileage (ARAI)
19.67 kmpl
Ground clearance
190 mm
Seating capacity
5 units
Fuel tank capacity
60 litres
Max power
126 bhp
Max torque
265 nm
VIEW ALL SPECIFICATIONS",₹9.22 Lakh
2015 Hyundai Elite i20 Asta 1.2,48K km, · Petrol, · Manual,"Mileage (ARAI)
18.6 kmpl
Ground clearance
170 mm
Boot space
285 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
82 bhp
VIEW ALL SPECIFICATIONS",,₹5.80 Lakh
2021 MG Motors Hector 1.5 Sharp DCT AT,23K km, · Petrol, · Automatic,,"Mileage (ARAI)
13.96 kmpl
Boot space
587 litres
Seating capacity
5 units
Fuel tank capacity
60 litres
Max power
141 bhp
Max torque
250 nm
VIEW ALL SPECIFICATIONS",₹19.28 Lakh
2018 Maruti Suzuki Swift ZDI AMT,62K km, · Diesel, · Automatic,"Mileage (ARAI)
25.2 kmpl
Ground clearance
163 mm
Boot space
268 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
74 bhp
VIEW ALL SPECIFICATIONS",,₹7.31 Lakh
2014 Maruti Suzuki Ritz ZXI,48K km, · Petrol, · Manual,"Mileage (ARAI)
18.5 kmpl
Ground clearance
170 mm
Boot space
236 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
85 bhp
VIEW ALL SPECIFICATIONS",,₹4.29 Lakh
2013 Hyundai i10 Sportz AT Petrol,, · Petrol, · Automatic,,,₹3.99 Lakh
2014 Hyundai Grand i10 Magna 1.1 CRDi,73K km, · Diesel, · Manual,,"Mileage (ARAI)
18.9 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
70 bhp
Max torque
160 nm
VIEW ALL SPECIFICATIONS",₹3.95 Lakh
2017 Hyundai Creta 1.6 SX Plus Auto Petrol,54K km, · Petrol, · Automatic,"Mileage (ARAI)
15.29 kmpl
Ground clearance
190 mm
Boot space
400 litres
Seating capacity
5 units
Fuel tank capacity
60 litres
Max power
122 bhp
VIEW ALL SPECIFICATIONS",,₹11.76 Lakh
2016 Maruti Suzuki Swift Dzire ZDI AMT,28K km, · Diesel, · Automatic,"Mileage (ARAI)
23.4 kmpl
Ground clearance
170 mm
Boot space
320 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
74 bhp
VIEW ALL SPECIFICATIONS",,₹7.62 Lakh
2012 Skoda Rapid Ambition 1.6 MPI MT,81K km, · Petrol, · Manual,"Ground clearance
168 mm
Seating capacity
5 units
Fuel tank capacity
55 litres
Max power
105 bhp
Max torque
153 nm
Displacement
1598 cc
VIEW ALL SPECIFICATIONS",,₹4.44 Lakh
2011 Hyundai i10 Sportz 1.2 Petrol,53K km, · Petrol, · Manual,"Mileage (ARAI)
20.36 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
78.9 bhp
Max torque
111.8 nm
VIEW ALL SPECIFICATIONS",,₹3.21 Lakh
2019 Tata Harrier XZ,35K km, · Diesel, · Manual,"Mileage (ARAI)
17 kmpl
Ground clearance
205 mm
Boot space
425 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
138 bhp
VIEW ALL SPECIFICATIONS",,₹16.67 Lakh
2017 Hyundai Creta 1.6 SX Plus Auto,46K km, · Diesel, · Automatic,"Mileage (ARAI)
17.01 kmpl
Ground clearance
190 mm
Boot space
400 litres
Seating capacity
5 units
Fuel tank capacity
60 litres
Max power
126 bhp
VIEW ALL SPECIFICATIONS",,₹12.13 Lakh
2020 Honda Amaze 1.5 VX i-DTEC,30K km, · Diesel, · Manual,"Mileage (ARAI)
27.4 kmpl
Ground clearance
170 mm
Boot space
420 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
99 bhp
VIEW ALL SPECIFICATIONS",,₹8.69 Lakh
2015 Volkswagen Polo Highline1.2L (P),54K km, · Petrol, · Manual,"Mileage (ARAI)
16.2 kmpl
Ground clearance
165 mm
Boot space
280 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
74 bhp
VIEW ALL SPECIFICATIONS",,₹5.19 Lakh
2018 Honda Brio S(O)MT,47K km, · Petrol, · Manual,,"Ground clearance
165 mm
Boot space
175 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Displacement
1198 cc
VIEW ALL SPECIFICATIONS",₹4.68 Lakh
2020 Kia Sonet HTX 1.5,29K km, · Diesel, · Manual,,"Mileage (ARAI)
24.1 kmpl
Ground clearance
205 mm
Boot space
392 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Displacement
1493 cc
VIEW ALL SPECIFICATIONS",₹11.66 Lakh
2021 Skoda Kushaq Style 1.5L TSI MT,24K km, · Petrol, · Manual,,"Mileage (ARAI)
17.2 kmpl
Ground clearance
188 mm
Boot space
385 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
114 bhp
VIEW ALL SPECIFICATIONS",₹16.71 Lakh
2022 Skoda Kushaq Style 1.0L TSI AT (6 Airbags),21K km, · Petrol, · Automatic,,"Mileage (ARAI)
17.2 kmpl
Ground clearance
188 mm
Boot space
385 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
114 bhp
VIEW ALL SPECIFICATIONS",₹17.49 Lakh
2021 Hyundai Alcazar Platinum (O) 6 STR 2.0 Petrol AT,31K km, · Petrol, · Automatic,"Mileage (ARAI)
14.2 kmpl
Ground clearance
200 mm
Boot space
180 litres
Seating capacity
6 units
Fuel tank capacity
50 litres
Max power
156.82 bhp
VIEW ALL SPECIFICATIONS",,₹19.99 Lakh
2017 Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,22K km, · Petrol, · Automatic,"Mileage (ARAI)
17.49 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
81 bhp
Max torque
114 nm
VIEW ALL SPECIFICATIONS",,₹5.19 Lakh
2014 Honda City VX,42K km, · Petrol, · Manual,"Mileage (ARAI)
17.8 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
117.3 bhp
Max torque
145 nm
VIEW ALL SPECIFICATIONS",,₹5.20 Lakh
2016 Skoda Octavia Elegance 1.8 TSI AT,47K km, · Petrol, · Automatic,"Mileage (ARAI)
14.7 kmpl
Ground clearance
155 mm
Boot space
590 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
177 bhp
VIEW ALL SPECIFICATIONS",,₹11.72 Lakh
2016 Maruti Suzuki Baleno Alpha Petrol,33K km, · Petrol, · Manual,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹5.85 Lakh
2021 Hyundai Venue SX 1.0 Turbo iMT,12K km, · Petrol, · Manual,"Mileage (ARAI)
18 kmpl
Ground clearance
195 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
118.35 bhp
VIEW ALL SPECIFICATIONS",,₹10.23 Lakh
2021 Skoda Kushaq Ambition 1.0L TSI AT,11K km, · Petrol, · Automatic,,"Mileage (ARAI)
17.2 kmpl
Ground clearance
188 mm
Boot space
385 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
114 bhp
VIEW ALL SPECIFICATIONS",₹13.53 Lakh
2020 Maruti Suzuki S-Presso VXI Opt CNG,81K km, · Petrol+cng, · Manual,,"Mileage (ARAI)
31.19 kmpl
Ground clearance
180 mm
Boot space
270 litres
Seating capacity
5 units
Fuel tank capacity
27 litres
Max power
58 bhp
VIEW ALL SPECIFICATIONS",₹4 Lakh
2018 Maruti Suzuki Ciaz Alpha Petrol,35K km, · Petrol, · Manual,,"Mileage (ARAI)
20.73 kmpl
Ground clearance
170 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
91.1 bhp
VIEW ALL SPECIFICATIONS",₹7.95 Lakh
2018 Maruti Suzuki Ignis Zeta MT Petrol,20K km, · Petrol, · Manual,"Mileage (ARAI)
20.89 kmpl
Ground clearance
180 mm
Boot space
260 litres
Seating capacity
5 units
Fuel tank capacity
32 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹5.15 Lakh
2022 Maruti Suzuki Swift VXI,15K km, · Petrol, · Manual,,"Mileage (ARAI)
21.21 kmpl
Ground clearance
163 mm
Boot space
268 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹6.80 Lakh
2014 Hyundai i10 Sportz Petrol,43K km, · Petrol, · Manual,"Mileage (ARAI)
20.36 kmpl
Ground clearance
165 mm
Boot space
225 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
68 bhp
VIEW ALL SPECIFICATIONS",,₹3.37 Lakh
2021 Tata Safari XZ Plus,36K km, · Diesel, · Manual,,"Mileage (ARAI)
16.14 kmpl
Ground clearance
205 mm
Seating capacity
7 units
Fuel tank capacity
50 litres
Displacement
1956 cc
VIEW ALL SPECIFICATIONS",₹19.14 Lakh
2021 Hyundai Venue SX Plus 1.0 Turbo DCT,10K km, · Petrol, · Automatic,"Mileage (ARAI)
18.15 kmpl
Ground clearance
195 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
118.35 bhp
VIEW ALL SPECIFICATIONS",,₹11.18 Lakh
2019 Honda Amaze 1.2 S CVT i-VTEC,92K km, · Petrol, · Automatic,,"Mileage (ARAI)
18.6 kmpl
Ground clearance
165 mm
Boot space
420 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
88.76 bhp
VIEW ALL SPECIFICATIONS",₹5.79 Lakh
2019 Ford EcoSport Trend 1.5L TDCi,89K km, · Diesel, · Manual,"Mileage (ARAI)
21.7 kmpl
Ground clearance
200 mm
Boot space
352 litres
Seating capacity
5 units
Fuel tank capacity
52 litres
Max power
98.96 bhp
VIEW ALL SPECIFICATIONS",,₹6.96 Lakh
2022 Honda City ZX,13K km, · Petrol, · Manual,"Mileage (ARAI)
18.4 kmpl
Ground clearance
165 mm
Boot space
506 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
119.35 bhp
VIEW ALL SPECIFICATIONS",,₹13.49 Lakh
2016 Maruti Suzuki Baleno Alpha Petrol,52K km, · Petrol, · Manual,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹5.83 Lakh
