,brand_and_model,km_driven,fuel_type,transmission,all_spec_1,all_spec_2,price
5203,2021 Hyundai Venue SX 1.0 Turbo iMT,12K km, · Petrol, · Manual,"Mileage (ARAI)
18 kmpl
Ground clearance
195 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
118.35 bhp
VIEW ALL SPECIFICATIONS",,₹10.23 Lakh
5204,2021 Skoda Kushaq Ambition 1.0L TSI AT,11K km, · Petrol, · Automatic,,"Mileage (ARAI)
17.2 kmpl
Ground clearance
188 mm
Boot space
385 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
114 bhp
VIEW ALL SPECIFICATIONS",₹13.53 Lakh
5205,2020 Maruti Suzuki S-Presso VXI Opt CNG,81K km, · Petrol+cng, · Manual,,"Mileage (ARAI)
31.19 kmpl
Ground clearance
180 mm
Boot space
270 litres
Seating capacity
5 units
Fuel tank capacity
27 litres
Max power
58 bhp
VIEW ALL SPECIFICATIONS",₹4 Lakh
5206,2018 Maruti Suzuki Ciaz Alpha Petrol,35K km, · Petrol, · Manual,,"Mileage (ARAI)
20.73 kmpl
Ground clearance
170 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
91.1 bhp
VIEW ALL SPECIFICATIONS",₹7.95 Lakh
5207,2018 Maruti Suzuki Ignis Zeta MT Petrol,20K km, · Petrol, · Manual,"Mileage (ARAI)
20.89 kmpl
Ground clearance
180 mm
Boot space
260 litres
Seating capacity
5 units
Fuel tank capacity
32 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹5.15 Lakh
5208,2022 Maruti Suzuki Swift VXI,15K km, · Petrol, · Manual,,"Mileage (ARAI)
21.21 kmpl
Ground clearance
163 mm
Boot space
268 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹6.80 Lakh
5209,2014 Hyundai i10 Sportz Petrol,43K km, · Petrol, · Manual,"Mileage (ARAI)
20.36 kmpl
Ground clearance
165 mm
Boot space
225 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
68 bhp
VIEW ALL SPECIFICATIONS",,₹3.37 Lakh
5210,2021 Tata Safari XZ Plus,36K km, · Diesel, · Manual,,"Mileage (ARAI)
16.14 kmpl
Ground clearance
205 mm
Seating capacity
7 units
Fuel tank capacity
50 litres
Displacement
1956 cc
VIEW ALL SPECIFICATIONS",₹19.14 Lakh
5211,2021 Hyundai Venue SX Plus 1.0 Turbo DCT,10K km, · Petrol, · Automatic,"Mileage (ARAI)
18.15 kmpl
Ground clearance
195 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
118.35 bhp
VIEW ALL SPECIFICATIONS",,₹11.18 Lakh
5212,2019 Honda Amaze 1.2 S CVT i-VTEC,92K km, · Petrol, · Automatic,,"Mileage (ARAI)
18.6 kmpl
Ground clearance
165 mm
Boot space
420 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
88.76 bhp
VIEW ALL SPECIFICATIONS",₹5.79 Lakh
5213,2019 Ford EcoSport Trend 1.5L TDCi,89K km, · Diesel, · Manual,"Mileage (ARAI)
21.7 kmpl
Ground clearance
200 mm
Boot space
352 litres
Seating capacity
5 units
Fuel tank capacity
52 litres
Max power
98.96 bhp
VIEW ALL SPECIFICATIONS",,₹6.96 Lakh
5214,2022 Honda City ZX,13K km, · Petrol, · Manual,"Mileage (ARAI)
18.4 kmpl
Ground clearance
165 mm
Boot space
506 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
119.35 bhp
VIEW ALL SPECIFICATIONS",,₹13.49 Lakh
5215,2021 Hyundai Venue SX 1.0 Turbo iMT,12K km, · Petrol, · Manual,"Mileage (ARAI)
18 kmpl
Ground clearance
195 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
118.35 bhp
VIEW ALL SPECIFICATIONS",,₹10.23 Lakh
5216,2021 Skoda Kushaq Ambition 1.0L TSI AT,11K km, · Petrol, · Automatic,,"Mileage (ARAI)
17.2 kmpl
Ground clearance
188 mm
Boot space
385 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
114 bhp
VIEW ALL SPECIFICATIONS",₹13.53 Lakh
5217,2020 Maruti Suzuki S-Presso VXI Opt CNG,81K km, · Petrol+cng, · Manual,,"Mileage (ARAI)
31.19 kmpl
Ground clearance
180 mm
Boot space
270 litres
Seating capacity
5 units
Fuel tank capacity
27 litres
Max power
58 bhp
VIEW ALL SPECIFICATIONS",₹4 Lakh
5218,2021 Tata Safari XZ Plus,36K km, · Diesel, · Manual,,"Mileage (ARAI)
16.14 kmpl
Ground clearance
205 mm
Seating capacity
7 units
Fuel tank capacity
50 litres
Displacement
1956 cc
VIEW ALL SPECIFICATIONS",₹19.14 Lakh
5219,2022 Honda City ZX,13K km, · Petrol, · Manual,"Mileage (ARAI)
18.4 kmpl
Ground clearance
165 mm
Boot space
506 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
119.35 bhp
VIEW ALL SPECIFICATIONS",,₹13.49 Lakh
5220,2020 Nissan Magnite XV Premium Turbo Dual Tone,20K km, · Petrol, · Manual,,,₹8.41 Lakh
5221,2016 Maruti Suzuki Baleno Alpha Petrol,37K km, · Petrol, · Manual,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹5.81 Lakh
5222,2021 Honda City ZX,13K km, · Petrol, · Manual,,"Mileage (ARAI)
18.4 kmpl
Ground clearance
165 mm
Boot space
506 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
119.35 bhp
VIEW ALL SPECIFICATIONS",₹12.84 Lakh
5223,2018 Maruti Suzuki Ciaz S Petrol,43K km, · Petrol, · Manual,,"Mileage (ARAI)
20.73 kmpl
Ground clearance
170 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
91.1 bhp
VIEW ALL SPECIFICATIONS",₹7.79 Lakh
5224,2020 Hyundai Venue SX 1.0 Turbo,41K km, · Petrol, · Manual,,"Mileage (ARAI)
18.27 kmpl
Ground clearance
195 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
118.35 bhp
VIEW ALL SPECIFICATIONS",₹8.65 Lakh
5225,2016 Honda Brio S MT,60K km, · Petrol, · Manual,,"Mileage (ARAI)
19.4 kmpl
Ground clearance
165 mm
Boot space
175 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
86.8 bhp
VIEW ALL SPECIFICATIONS",₹3.93 Lakh
5226,2018 Maruti Suzuki Dzire VDI,57K km, · Diesel, · Manual,,"Mileage (ARAI)
28.4 kmpl
Boot space
378 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
74 bhp
Max torque
190 nm
VIEW ALL SPECIFICATIONS",₹6.38 Lakh
5227,2021 Tata Safari XZA Plus,22K km, · Diesel, · Automatic,,"Seating capacity
7 units
Fuel tank capacity
50 litres
Max power
167.67 bhp
Max torque
350 nm
Displacement
1956 cc
VIEW ALL SPECIFICATIONS",₹20.20 Lakh
5228,2019 Honda WR-V VX i-VTEC,25K km, · Petrol, · Manual,,"Mileage (ARAI)
16.5 kmpl
Ground clearance
188 mm
Boot space
363 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
88.5 bhp
VIEW ALL SPECIFICATIONS",₹7.81 Lakh
5229,2019 Tata Harrier XZ,44K km, · Diesel, · Manual,,"Mileage (ARAI)
17 kmpl
Ground clearance
205 mm
Boot space
425 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
138 bhp
VIEW ALL SPECIFICATIONS",₹13.52 Lakh
5230,2018 Honda Jazz V CVT,51K km, · Petrol, · Automatic,,"Mileage (ARAI)
17.01 kmpl
Boot space
354 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
88.51 bhp
Max torque
110 nm
VIEW ALL SPECIFICATIONS",₹6.74 Lakh
5231,2019 Hyundai Verna 1.6 VTVT SX,48K km, · Petrol, · Manual,,"Mileage (ARAI)
17.4 kmpl
Ground clearance
165 mm
Boot space
480 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
121 bhp
VIEW ALL SPECIFICATIONS",₹8.43 Lakh
5232,2021 MG Motors Astor Sharp 1.5 CVT,9K km, · Petrol, · Automatic,,"Mileage (ARAI)
14.82 kmpl
Ground clearance
180 mm
Boot space
488 litres
Seating capacity
5 units
Fuel tank capacity
48 litres
Max power
108 bhp
VIEW ALL SPECIFICATIONS",₹15.13 Lakh
5233,2020 Kia Seltos HTK G,23K km, · Petrol, · Manual,,"Mileage (ARAI)
16.8 kmpl
Ground clearance
190 mm
Boot space
433 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
113.4 bhp
VIEW ALL SPECIFICATIONS",₹10.83 Lakh
5234,2019 Honda City ZX,14K km, · Petrol, · Manual,,"Mileage (ARAI)
17.04 kmpl
Ground clearance
165 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
117.6 bhp
VIEW ALL SPECIFICATIONS",₹10.22 Lakh
5235,2021 Hyundai Venue SX 1.0 Turbo iMT,12K km, · Petrol, · Manual,"Mileage (ARAI)
18 kmpl
Ground clearance
195 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
118.35 bhp
VIEW ALL SPECIFICATIONS",,₹10.23 Lakh
5236,2021 Skoda Kushaq Ambition 1.0L TSI AT,11K km, · Petrol, · Automatic,,"Mileage (ARAI)
17.2 kmpl
Ground clearance
188 mm
Boot space
385 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
114 bhp
VIEW ALL SPECIFICATIONS",₹13.53 Lakh
5237,2020 Maruti Suzuki S-Presso VXI Opt CNG,81K km, · Petrol+cng, · Manual,,"Mileage (ARAI)
31.19 kmpl
Ground clearance
180 mm
Boot space
270 litres
Seating capacity
5 units
Fuel tank capacity
27 litres
Max power
58 bhp
VIEW ALL SPECIFICATIONS",₹4 Lakh
5238,2021 Tata Safari XZ Plus,36K km, · Diesel, · Manual,,"Mileage (ARAI)
16.14 kmpl
Ground clearance
205 mm
Seating capacity
7 units
Fuel tank capacity
50 litres
Displacement
1956 cc
VIEW ALL SPECIFICATIONS",₹19.14 Lakh
5239,2022 Honda City ZX,13K km, · Petrol, · Manual,"Mileage (ARAI)
18.4 kmpl
Ground clearance
165 mm
Boot space
506 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
119.35 bhp
VIEW ALL SPECIFICATIONS",,₹13.49 Lakh
5240,2020 Nissan Magnite XV Premium Turbo Dual Tone,20K km, · Petrol, · Manual,,,₹8.41 Lakh
5241,2016 Maruti Suzuki Baleno Alpha Petrol,37K km, · Petrol, · Manual,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹5.81 Lakh
5242,2021 Honda City ZX,13K km, · Petrol, · Manual,,"Mileage (ARAI)
18.4 kmpl
Ground clearance
165 mm
Boot space
506 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
119.35 bhp
VIEW ALL SPECIFICATIONS",₹12.84 Lakh
5243,2018 Maruti Suzuki Ciaz S Petrol,43K km, · Petrol, · Manual,,"Mileage (ARAI)
20.73 kmpl
Ground clearance
170 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
91.1 bhp
VIEW ALL SPECIFICATIONS",₹7.79 Lakh
5244,2020 Hyundai Venue SX 1.0 Turbo,41K km, · Petrol, · Manual,,"Mileage (ARAI)
18.27 kmpl
Ground clearance
195 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
118.35 bhp
VIEW ALL SPECIFICATIONS",₹8.65 Lakh
5245,2016 Honda Brio S MT,60K km, · Petrol, · Manual,,"Mileage (ARAI)
19.4 kmpl
Ground clearance
165 mm
Boot space
175 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
86.8 bhp
VIEW ALL SPECIFICATIONS",₹3.93 Lakh
5246,2018 Maruti Suzuki Dzire VDI,57K km, · Diesel, · Manual,,"Mileage (ARAI)
28.4 kmpl
Boot space
378 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
74 bhp
Max torque
190 nm
VIEW ALL SPECIFICATIONS",₹6.38 Lakh
5247,2021 Tata Safari XZA Plus,22K km, · Diesel, · Automatic,,"Seating capacity
7 units
Fuel tank capacity
50 litres
Max power
167.67 bhp
Max torque
350 nm
Displacement
1956 cc
VIEW ALL SPECIFICATIONS",₹20.20 Lakh
5248,2019 Honda WR-V VX i-VTEC,25K km, · Petrol, · Manual,,"Mileage (ARAI)
16.5 kmpl
Ground clearance
188 mm
Boot space
363 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
88.5 bhp
VIEW ALL SPECIFICATIONS",₹7.81 Lakh
5249,2019 Tata Harrier XZ,44K km, · Diesel, · Manual,,"Mileage (ARAI)
17 kmpl
Ground clearance
205 mm
Boot space
425 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
138 bhp
VIEW ALL SPECIFICATIONS",₹13.52 Lakh
5250,2018 Honda Jazz V CVT,51K km, · Petrol, · Automatic,,"Mileage (ARAI)
17.01 kmpl
Boot space
354 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
88.51 bhp
Max torque
110 nm
VIEW ALL SPECIFICATIONS",₹6.74 Lakh
5251,2019 Hyundai Verna 1.6 VTVT SX,48K km, · Petrol, · Manual,,"Mileage (ARAI)
17.4 kmpl
Ground clearance
165 mm
Boot space
480 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
121 bhp
VIEW ALL SPECIFICATIONS",₹8.43 Lakh
5252,2021 MG Motors Astor Sharp 1.5 CVT,9K km, · Petrol, · Automatic,,"Mileage (ARAI)
14.82 kmpl
Ground clearance
180 mm
Boot space
488 litres
Seating capacity
5 units
Fuel tank capacity
48 litres
Max power
108 bhp
VIEW ALL SPECIFICATIONS",₹15.13 Lakh
5253,2020 Kia Seltos HTK G,23K km, · Petrol, · Manual,,"Mileage (ARAI)
16.8 kmpl
Ground clearance
190 mm
Boot space
433 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
113.4 bhp
VIEW ALL SPECIFICATIONS",₹10.83 Lakh
5254,2019 Honda City ZX,14K km, · Petrol, · Manual,,"Mileage (ARAI)
17.04 kmpl
Ground clearance
165 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
117.6 bhp
VIEW ALL SPECIFICATIONS",₹10.22 Lakh
5255,2019 Maruti Suzuki Baleno Zeta Petrol,75K km, · Petrol, · Manual,,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹6 Lakh
5256,2020 Maruti Suzuki Baleno Delta Petrol,23K km, · Petrol, · Manual,,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹6.22 Lakh
5257,2014 Maruti Suzuki Swift VXI,77K km, · Petrol, · Manual,,"Mileage (ARAI)
18.6 kmpl
Ground clearance
170 mm
Boot space
232 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
85.8 bhp
VIEW ALL SPECIFICATIONS",₹3.81 Lakh
5258,2019 Hyundai Elite i20 Asta 1.2 (O),18K km, · Petrol, · Manual,,"Mileage (ARAI)
19.8 kmpl
Ground clearance
170 mm
Boot space
285 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
82 bhp
VIEW ALL SPECIFICATIONS",₹7.31 Lakh
5259,2014 Honda Mobilio S Petrol,30K km, · Petrol, · Manual,"Mileage (ARAI)
17.3 kmpl
Ground clearance
189 mm
Seating capacity
7 units
Fuel tank capacity
42 litres
Max power
118 bhp
Max torque
145 nm
VIEW ALL SPECIFICATIONS",,₹4.77 Lakh
5260,2019 Hyundai Venue SX 1.4 CRDI,35K km, · Diesel, · Manual,,"Mileage (ARAI)
23.7 kmpl
Ground clearance
190 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
98.6 bhp
VIEW ALL SPECIFICATIONS",₹8.46 Lakh
5261,2019 Tata Harrier XZ,74K km, · Diesel, · Manual,,"Mileage (ARAI)
17 kmpl
Ground clearance
205 mm
Boot space
425 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
138 bhp
VIEW ALL SPECIFICATIONS",₹12.25 Lakh
5262,2020 Maruti Suzuki S-Cross Alpha 1.5,20K km, · Petrol, · Manual,,"Mileage (ARAI)
18.55 kmpl
Boot space
375 litres
Seating capacity
5 units
Fuel tank capacity
48 litres
Max power
103.25 bhp
Max torque
138 nm
VIEW ALL SPECIFICATIONS",₹10.33 Lakh
5263,2020 Renault Triber RXZ AMT,14K km, · Petrol, · Automatic,,"Mileage (ARAI)
18.2 kmpl
Ground clearance
182 mm
Boot space
84 litres
Seating capacity
7 units
Fuel tank capacity
40 litres
Max power
72 bhp
VIEW ALL SPECIFICATIONS",₹7.07 Lakh
5264,2016 Hyundai Creta 1.6 S Petrol,65K km, · Petrol, · Manual,,"Mileage (ARAI)
15.29 kmpl
Ground clearance
190 mm
Boot space
400 litres
Seating capacity
5 units
Fuel tank capacity
60 litres
Max power
122 bhp
VIEW ALL SPECIFICATIONS",₹7.87 Lakh
5265,2021 Maruti Suzuki Vitara Brezza ZXI Plus,13K km, · Petrol, · Manual,,"Mileage (ARAI)
17.03 kmpl
Boot space
328 litres
Seating capacity
5 units
Fuel tank capacity
48 litres
Max power
103.26 bhp
Max torque
138 nm
VIEW ALL SPECIFICATIONS",₹9.62 Lakh
5266,2020 Hyundai New i20 Asta (O) 1.0 Turbo DCT,23K km, · Petrol, · Automatic,,"Mileage (ARAI)
20.2 kmpl
Ground clearance
170 mm
Boot space
311 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
118 bhp
VIEW ALL SPECIFICATIONS",₹10.30 Lakh
5267,2021 Tata Safari XZA,22K km, · Diesel, · Automatic,,"Ground clearance
205 mm
Boot space
447 litres
Seating capacity
7 units
Fuel tank capacity
50 litres
Max power
167.67 bhp
Max torque
350 nm
VIEW ALL SPECIFICATIONS",₹18.16 Lakh
5268,2021 Ford EcoSport Ambiente 1.5L TDCi,25K km, · Diesel, · Manual,,"Mileage (ARAI)
23 kmpl
Ground clearance
200 mm
Boot space
352 litres
Seating capacity
5 units
Fuel tank capacity
52 litres
Max power
98.96 bhp
VIEW ALL SPECIFICATIONS",₹8.03 Lakh
5269,2013 Maruti Suzuki Alto K10 VXI,81K km, · Petrol, · Manual,,"Mileage (ARAI)
20.92 kmpl
Ground clearance
160 mm
Boot space
177 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
67.1 bhp
VIEW ALL SPECIFICATIONS",₹2.61 Lakh
5270,2013 Renault Duster RxL Petrol,43K km, · Petrol, · Manual,"Mileage (ARAI)
13.06 kmpl
Ground clearance
205 mm
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
102.53 bhp
Max torque
148 nm
VIEW ALL SPECIFICATIONS",,₹4.49 Lakh
5271,2019 Maruti Suzuki Vitara Brezza VDi,24K km, · Diesel, · Manual,,"Mileage (ARAI)
24.3 kmpl
Ground clearance
198 mm
Seating capacity
5 units
Fuel tank capacity
48 litres
Max power
89 bhp
Max torque
200 nm
VIEW ALL SPECIFICATIONS",₹7.59 Lakh
5272,2019 Honda Amaze 1.2 V CVT Petrol,30K km, · Petrol, · Automatic,"Mileage (ARAI)
18.3 kmpl
Boot space
420 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
88.76 bhp
Max torque
110 nm
VIEW ALL SPECIFICATIONS",,₹6.88 Lakh
5273,2020 MG Motors Hector 2.0 Sharp,36K km, · Diesel, · Manual,"Mileage (ARAI)
17.41 kmpl
Ground clearance
183 mm
Boot space
587 litres
Seating capacity
5 units
Fuel tank capacity
60 litres
Max power
167.68 bhp
VIEW ALL SPECIFICATIONS",,₹15.44 Lakh
5274,2019 Tata Hexa XM,62K km, · Diesel, · Manual,"Mileage (ARAI)
17.6 kmpl
Ground clearance
200 mm
Boot space
128 litres
Seating capacity
7 units
Fuel tank capacity
60 litres
Max power
153.6 bhp
VIEW ALL SPECIFICATIONS",,₹9.86 Lakh
5275,2021 Hyundai Venue SX 1.0 Turbo iMT,12K km, · Petrol, · Manual,"Mileage (ARAI)
18 kmpl
Ground clearance
195 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
118.35 bhp
VIEW ALL SPECIFICATIONS",,₹10.23 Lakh
5276,2021 Skoda Kushaq Ambition 1.0L TSI AT,11K km, · Petrol, · Automatic,,"Mileage (ARAI)
17.2 kmpl
Ground clearance
188 mm
Boot space
385 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
114 bhp
VIEW ALL SPECIFICATIONS",₹13.53 Lakh
5277,2020 Maruti Suzuki S-Presso VXI Opt CNG,81K km, · Petrol+cng, · Manual,,"Mileage (ARAI)
31.19 kmpl
Ground clearance
180 mm
Boot space
270 litres
Seating capacity
5 units
Fuel tank capacity
27 litres
Max power
58 bhp
VIEW ALL SPECIFICATIONS",₹4 Lakh
5278,2021 Tata Safari XZ Plus,36K km, · Diesel, · Manual,,"Mileage (ARAI)
16.14 kmpl
Ground clearance
205 mm
Seating capacity
7 units
Fuel tank capacity
50 litres
Displacement
1956 cc
VIEW ALL SPECIFICATIONS",₹19.14 Lakh
5279,2022 Honda City ZX,13K km, · Petrol, · Manual,"Mileage (ARAI)
18.4 kmpl
Ground clearance
165 mm
Boot space
506 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
119.35 bhp
VIEW ALL SPECIFICATIONS",,₹13.49 Lakh
5280,2018 Maruti Suzuki Wagon R 1.0 LXI CNG,31K km, · Petrol+cng, · Manual,,"Mileage (ARAI)
20.5 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
58 bhp
Max torque
77 nm
VIEW ALL SPECIFICATIONS",₹4.68 Lakh
5281,2020 Maruti Suzuki Swift VXI,14K km, · Petrol, · Manual,,"Mileage (ARAI)
21.21 kmpl
Ground clearance
163 mm
Boot space
268 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹6.33 Lakh
5282,2019 Hyundai Grand i10 Sportz 1.2 Kappa VTVT CNG (Outside Fitted),26K km, · Petrol+cng, · Manual,,"Mileage (ARAI)
19.77 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
81 bhp
Max torque
114 nm
VIEW ALL SPECIFICATIONS",₹6.18 Lakh
5283,2022 Renault Triber RXZ Dual Tone,14K km, · Petrol, · Manual,"Mileage (ARAI)
20 kmpl
Ground clearance
182 mm
Boot space
84 litres
Seating capacity
7 units
Fuel tank capacity
40 litres
Max power
71 bhp
VIEW ALL SPECIFICATIONS",,₹7.75 Lakh
5284,2021 Toyota Urban Cruiser Premium Grade AT,17K km, · Petrol, · Automatic,,"Mileage (ARAI)
18.76 kmpl
Ground clearance
198 mm
Boot space
328 litres
Seating capacity
5 units
Fuel tank capacity
48 litres
Max power
103.26 bhp
VIEW ALL SPECIFICATIONS",₹11.26 Lakh
5285,2021 Volkswagen Taigun GT Plus 1.5 TSI DSG,35K km, · Petrol, · Automatic,"Mileage (ARAI)
17.8 kmpl
Ground clearance
188 mm
Boot space
50 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
148 bhp
VIEW ALL SPECIFICATIONS",,₹17.50 Lakh
5286,2020 Tata Harrier XZ Plus,17K km, · Diesel, · Manual,,"Mileage (ARAI)
17 kmpl
Ground clearance
205 mm
Boot space
425 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
167.67 bhp
VIEW ALL SPECIFICATIONS",₹18.01 Lakh
5287,2013 Hyundai i10 Magna Petrol,46K km, · Petrol, · Manual,"Mileage (ARAI)
19.81 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
68 bhp
Max torque
99.08 nm
VIEW ALL SPECIFICATIONS",,₹3.01 Lakh
5288,2016 Hyundai Fluidic Verna 4S 1.6 CRDi SX,88K km, · Diesel, · Manual,"Mileage (ARAI)
24.8 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
126 bhp
Max torque
260 nm
VIEW ALL SPECIFICATIONS",,₹7.62 Lakh
5289,2019 Maruti Suzuki Baleno Alpha Petrol,10K km, · Petrol, · Manual,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹7.68 Lakh
5290,2017 Maruti Suzuki Baleno Alpha Petrol,55K km, · Petrol, · Manual,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹6.42 Lakh
5291,2019 Tata Harrier XZ,62K km, · Diesel, · Manual,,"Mileage (ARAI)
17 kmpl
Ground clearance
205 mm
Boot space
425 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
138 bhp
VIEW ALL SPECIFICATIONS",₹14.56 Lakh
5292,2019 Maruti Suzuki Alto K10 VXI,15K km, · Petrol, · Manual,"Mileage (ARAI)
24.07 kmpl
Ground clearance
160 mm
Boot space
177 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
67 bhp
VIEW ALL SPECIFICATIONS",,₹4.18 Lakh
5293,2022 Mahindra XUV700 AX 3 Diesel MT 7 STR,12K km, · Diesel, · Manual,,"Mileage (ARAI)
15 kmpl
Ground clearance
200 mm
Seating capacity
7 units
Fuel tank capacity
60 litres
Max power
153 bhp
Max torque
360 nm
VIEW ALL SPECIFICATIONS",₹18.40 Lakh
